Year,Battery_Capacity_kWh,Battery_Health_%,Range_km,Charging_Power_kW,Charging_Time_hr,Charge_Cycles,Energy_Consumption_kWh_per_100km,Mileage_km,Avg_Speed_kmh,Max_Speed_kmh,Acceleration_0_100_kmh_sec,Temperature_C,CO2_Saved_tons,Maintenance_Cost_USD,Insurance_Cost_USD,Electricity_Cost_USD_per_kWh,Monthly_Charging_Cost_USD,Resale_Value_USD,Make_BMW,Make_Chevrolet,Make_Ford,Make_Hyundai,Make_Kia,Make_Mercedes,Make_Nissan,Make_Tesla,Make_Volkswagen,Region_Australia,Region_Europe,Region_North America,Vehicle_Type_SUV,Vehicle_Type_Sedan,Vehicle_Type_Truck,Usage_Type_Fleet,Usage_Type_Personal
2020,70.7,76.8,352,98.0,0.95,641,15.43,142300,39.9,166,9.14,-3.8,17.08,741,2026,0.23,420.84,21816,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2016,73.0,99.9,399,214.4,0.47,427,13.76,193309,80.3,153,3.58,5.5,23.2,1941,2181,0.21,465.49,21930,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019,55.5,96.2,283,156.4,0.45,271,21.34,76887,59.4,174,4.11,32.8,9.23,353,529,0.24,328.15,17718,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2017,45.2,90.6,267,85.1,0.75,1771,22.37,89357,91.1,199,4.42,38.1,10.72,714,2469,0.32,533.04,16455,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,60.6,78.5,331,210.9,0.33,1587,21.47,41085,89.7,146,4.72,36.3,4.93,1722,1217,0.25,183.77,19732,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2024,96.8,95.7,485,160.3,0.66,1168,20.39,124383,73.4,202,3.6,0.6,14.93,926,1932,0.17,359.29,30314,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2017,117.6,70.1,644,158.0,0.78,1848,20.22,129628,95.4,185,7.14,6.4,15.56,1456,1452,0.16,349.48,29631,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
2022,57.7,93.1,305,74.1,1.03,206,18.14,149919,41.0,144,6.99,29.7,17.99,961,1523,0.3,679.88,19577,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2023,112.2,76.9,580,29.7,5.17,292,18.33,139438,83.5,210,4.33,33.6,16.73,1700,1490,0.13,276.89,28524,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2021,89.2,94.1,527,29.9,4.03,422,22.94,195240,74.4,174,8.68,10.1,23.43,276,1114,0.35,1306.32,26952,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2017,85.9,92.7,439,49.0,2.25,561,24.43,147734,60.6,177,5.27,37.3,17.73,1135,876,0.3,902.29,25535,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2020,75.0,87.1,358,71.5,1.13,1016,22.86,153126,52.4,193,7.17,8.7,18.38,1084,1901,0.31,904.29,23200,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
2022,89.2,89.0,394,46.7,2.59,456,21.5,118903,71.0,239,5.08,-2.5,14.27,1547,972,0.25,532.59,26054,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
2020,85.9,87.6,430,72.5,1.57,371,23.26,169928,35.2,248,7.71,4.9,20.39,531,1711,0.33,1086.94,25629,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
2018,82.5,95.5,487,216.7,0.44,1372,16.17,58170,33.3,133,3.74,27.0,6.98,1080,2479,0.1,78.38,25356,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2024,119.0,78.9,624,78.8,1.89,1187,13.75,67821,83.9,215,9.54,0.4,8.14,1469,2349,0.35,271.99,32130,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
2019,30.9,79.5,139,126.4,0.27,1483,22.25,105145,45.5,179,3.61,-9.3,12.62,1779,1413,0.14,272.94,11131,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2022,84.7,99.6,398,24.3,4.66,1791,14.8,175470,48.6,133,4.38,-4.4,21.06,235,515,0.14,302.98,27397,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
2022,32.2,98.2,136,196.0,0.21,1418,24.92,114562,74.3,159,5.61,31.6,13.75,1977,1920,0.21,499.6,17665,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2017,79.1,89.3,432,55.7,1.96,1660,23.05,49146,40.8,211,9.66,28.6,5.9,1621,604,0.22,207.68,22700,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2018,34.1,91.3,194,178.5,0.22,1437,12.61,14614,80.7,197,7.73,26.9,1.75,1382,1291,0.18,27.64,10853,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
2023,113.3,85.4,562,249.1,0.57,1469,14.5,241853,46.3,151,3.7,6.1,29.02,484,1218,0.24,701.37,32814,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2016,85.7,93.3,504,229.7,0.4,854,17.34,157073,45.8,234,7.12,37.7,18.85,1292,1888,0.26,590.12,20347,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
2017,102.2,74.1,444,125.1,1.02,653,16.49,178098,54.1,133,4.62,11.0,21.37,593,2081,0.23,562.89,27912,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2023,62.8,83.4,265,210.4,0.32,966,20.0,139413,69.8,130,9.41,24.7,16.73,644,2455,0.14,325.3,20079,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
2023,44.9,99.8,216,225.8,0.27,1029,21.51,191329,36.4,193,3.77,-2.4,22.96,758,2409,0.31,1063.17,16638,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
2023,60.8,93.0,260,233.3,0.32,818,19.46,48748,44.6,158,5.05,23.6,5.85,896,911,0.28,221.35,21206,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2019,86.1,87.6,402,81.7,1.34,1870,20.82,131948,83.4,137,7.65,5.1,15.83,1178,2279,0.3,686.79,25566,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
2020,67.7,86.5,393,86.7,0.87,1747,15.36,52934,98.9,131,7.77,-4.3,6.35,463,1458,0.15,101.63,21975,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True
2021,89.6,74.5,534,50.0,2.14,1292,24.62,177969,62.1,219,6.62,2.6,21.36,1409,1940,0.33,1204.94,24674,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2024,70.2,73.4,370,61.4,1.59,1603,14.46,16178,39.9,140,8.94,-4.7,1.94,1570,2126,0.15,29.24,26004,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
2024,34.2,89.8,177,169.4,0.24,1994,14.05,136887,94.3,218,7.65,-3.4,16.43,1286,1859,0.17,272.46,17545,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2024,39.7,86.9,216,190.4,0.25,875,12.8,184434,93.7,221,4.53,30.6,22.13,1640,787,0.22,432.81,17403,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
2024,116.5,82.5,551,244.7,0.53,950,14.65,159810,65.5,150,6.13,38.3,19.18,1531,545,0.33,643.83,30151,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2024,81.4,81.4,438,54.5,1.59,1205,22.32,26281,67.1,214,7.34,29.9,3.15,1894,1038,0.31,151.54,28731,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
2020,117.9,72.3,692,96.9,1.3,1591,23.76,28165,44.7,161,3.93,16.3,3.38,1806,2270,0.2,111.53,29123,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
2021,97.8,83.4,516,132.9,0.99,747,15.38,18746,92.3,150,8.63,28.5,2.25,733,796,0.28,67.27,28830,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
2021,113.3,71.2,601,86.0,1.57,941,19.79,130369,40.4,225,6.83,36.0,15.64,572,1568,0.27,580.5,27913,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2017,50.0,81.1,242,92.2,0.68,1807,18.52,28361,62.9,151,4.53,3.6,3.4,619,1872,0.33,144.44,13327,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False
2023,37.4,80.8,186,114.0,0.43,1559,23.91,58971,80.3,223,4.92,36.1,7.08,1478,1243,0.19,223.25,18806,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2023,108.2,70.9,560,239.1,0.52,479,15.32,192313,56.4,153,3.54,6.8,23.08,213,2034,0.27,662.9,31829,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2017,46.4,70.1,230,232.9,0.26,961,20.01,86193,33.9,143,6.14,16.7,10.34,1016,1944,0.1,143.73,13025,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2020,111.4,81.4,562,11.8,12.14,718,14.1,119301,47.7,155,4.69,36.9,14.32,944,1175,0.22,308.39,28977,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
2021,111.1,87.9,503,112.6,1.09,1806,24.21,232126,54.4,160,3.94,26.3,27.86,913,931,0.15,702.47,29181,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
2015,60.7,88.3,332,95.7,0.78,428,19.76,102989,72.6,233,6.25,21.6,12.36,1952,673,0.19,322.22,16884,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
2015,71.6,79.3,310,134.8,0.57,941,23.96,191535,46.5,164,4.45,11.4,22.98,338,1714,0.2,764.86,19792,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2021,51.5,73.9,218,203.7,0.29,661,24.69,127647,74.1,135,9.88,17.0,15.32,1971,578,0.17,446.48,20919,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2016,32.4,82.2,149,147.5,0.31,1997,22.75,93143,79.0,137,7.27,25.2,11.18,1336,1462,0.17,300.19,13240,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2016,89.4,80.6,450,65.5,1.86,1530,23.91,49568,39.8,216,6.76,0.2,5.95,1580,852,0.27,266.66,25279,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2022,65.6,73.7,324,172.5,0.48,1627,19.02,98181,83.4,205,6.32,7.4,11.78,1986,2102,0.11,171.18,21828,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
2019,100.1,78.9,408,181.0,0.63,365,17.65,155689,35.8,236,9.97,28.8,18.68,1386,1487,0.29,664.08,26106,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
2024,92.6,86.0,547,19.8,6.05,1767,24.48,127355,71.6,191,9.48,20.4,15.28,1302,821,0.28,727.45,29531,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2016,99.5,71.8,526,207.7,0.52,1186,20.13,192228,99.9,166,4.26,21.9,23.07,448,1650,0.1,322.46,26455,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
2024,80.9,76.5,422,62.3,1.78,1558,19.28,161139,78.0,246,8.81,39.7,19.34,1692,1447,0.18,466.01,23097,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2019,72.4,78.0,327,146.7,0.69,643,16.55,141406,53.5,132,6.63,21.6,16.97,1572,887,0.25,487.56,21649,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
2021,33.7,97.9,157,229.2,0.2,1299,15.34,47971,55.1,153,7.21,9.5,5.76,528,2059,0.2,122.65,14700,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
2021,95.9,99.7,433,88.1,1.39,517,17.59,173284,98.2,146,8.28,6.9,20.79,542,1192,0.16,406.41,28673,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True
2022,98.5,75.1,402,62.3,1.77,992,14.38,173041,98.2,179,8.84,29.7,20.76,1520,1802,0.12,248.83,30825,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2016,60.7,82.5,299,160.8,0.4,1840,17.72,226351,47.9,159,3.87,20.9,27.16,1513,2156,0.11,367.67,15552,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True
2019,73.1,92.5,360,15.1,5.79,1076,20.34,74730,32.9,218,4.44,11.9,8.97,799,1355,0.18,228.0,20508,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2015,97.4,85.4,432,129.0,1.08,204,18.69,78239,30.5,173,9.46,31.0,9.39,1877,2455,0.31,377.76,21668,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
2015,86.4,94.7,408,114.3,1.04,689,12.51,81656,37.2,248,8.84,38.8,9.8,1135,950,0.13,110.66,20944,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2021,109.0,70.4,438,62.8,2.19,1641,12.56,190505,78.3,171,4.99,31.6,22.86,1450,1372,0.15,299.09,31830,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2017,93.8,85.7,389,11.1,11.99,1780,14.24,68552,51.4,159,4.58,-0.8,8.23,1831,1071,0.28,227.78,25089,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
2017,71.6,89.2,372,135.6,0.6,1050,24.71,36626,62.6,187,4.45,-2.4,4.4,1424,1748,0.27,203.63,19125,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True
2021,106.7,98.2,616,229.2,0.66,451,13.33,218169,90.8,200,4.77,23.7,26.18,608,1453,0.15,363.52,28867,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
2020,77.7,85.8,427,92.7,0.94,807,22.71,174485,97.5,242,5.46,30.8,20.94,1864,1514,0.18,594.38,20862,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
2015,79.6,80.3,356,19.1,4.73,237,19.55,233617,94.2,237,6.74,-1.8,28.03,1125,512,0.24,913.44,21069,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
2018,102.7,95.6,501,96.8,1.3,1740,24.29,237206,84.2,204,9.33,-2.9,28.46,813,1499,0.29,1392.42,29555,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
2024,39.4,77.5,182,83.4,0.64,917,20.11,41761,97.4,247,6.24,18.2,5.01,1227,909,0.19,132.97,18468,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
2024,30.2,98.0,134,175.6,0.21,327,17.95,141054,95.0,179,9.06,9.5,16.93,1841,2141,0.09,189.89,13723,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2024,77.0,79.2,314,119.8,0.72,614,18.93,181376,80.6,223,6.73,26.5,21.77,1916,709,0.27,772.53,23685,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
2024,113.1,89.0,597,198.5,0.78,1916,20.22,142062,55.3,176,5.45,-0.1,17.05,1156,1496,0.3,718.12,34976,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
2018,30.4,82.7,163,159.8,0.23,1230,18.48,173702,31.1,216,8.11,3.5,20.84,914,934,0.08,214.0,15203,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
2023,49.0,70.4,231,240.9,0.23,1985,16.77,202432,72.2,131,9.71,5.0,24.29,1661,1262,0.19,537.51,15979,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2016,57.9,86.1,346,117.1,0.59,1696,22.13,162631,48.7,233,5.39,10.1,19.52,269,1150,0.33,989.73,18101,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2019,80.8,72.1,441,175.0,0.54,379,24.31,189589,40.7,153,4.11,-4.4,22.75,1245,501,0.34,1305.86,22248,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
2018,37.9,90.5,165,230.2,0.18,1501,21.78,128315,33.0,214,4.08,34.4,15.4,593,2306,0.22,512.36,15000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2022,48.9,85.4,253,18.8,3.24,217,12.29,142700,41.8,249,4.06,39.5,17.12,1552,2178,0.27,394.6,18404,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
2022,74.1,85.0,372,64.8,1.38,1989,16.86,207316,99.2,150,3.63,3.0,24.88,893,1297,0.13,378.66,21620,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2018,34.2,85.1,189,240.9,0.19,967,24.79,167176,33.9,230,7.43,2.3,20.06,1277,1711,0.32,1105.14,12430,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
2017,70.8,85.7,381,205.2,0.4,778,19.26,69286,84.4,182,9.09,32.1,8.31,1590,1615,0.2,222.41,19441,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2019,106.3,70.8,469,221.7,0.67,1767,16.57,39951,57.3,208,9.7,1.4,4.79,307,1569,0.16,88.27,29524,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
2017,81.1,93.4,473,44.1,2.34,1237,23.19,114037,46.6,149,9.35,-0.3,13.68,631,2043,0.12,264.45,24582,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
2016,109.7,88.7,446,126.0,0.95,1108,12.54,152771,77.2,222,9.8,-5.8,18.33,1714,1608,0.15,239.47,26375,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2017,78.5,92.7,374,43.6,2.18,1217,23.09,101382,75.1,215,9.85,39.8,12.17,822,789,0.3,585.23,20904,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
2020,64.0,79.5,373,208.6,0.36,678,12.74,230587,94.9,224,8.16,20.5,27.67,995,2300,0.15,367.21,20322,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2016,116.6,75.6,663,144.9,1.03,1226,24.28,205300,69.0,132,10.0,7.3,24.64,342,2283,0.29,1204.63,28486,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
2018,108.6,78.6,457,66.6,1.74,720,15.24,70788,30.9,224,8.94,8.8,8.49,852,1024,0.11,98.89,26325,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2019,56.6,90.7,234,97.4,0.71,1498,18.21,213050,61.8,158,7.78,19.4,25.57,1032,1305,0.15,484.96,17301,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
2019,105.3,74.6,492,170.8,0.69,1556,14.91,21760,63.5,239,7.72,27.3,2.61,1633,1678,0.33,89.22,28786,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2021,95.1,79.8,503,175.4,0.65,1089,22.85,51883,47.9,141,9.6,33.8,6.23,1239,2256,0.12,118.55,29263,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
2015,89.0,99.5,442,105.5,1.11,1285,15.29,91248,40.5,159,5.95,3.1,10.95,1604,1693,0.18,209.28,19804,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
2018,58.4,87.9,310,78.1,0.94,1734,16.07,14398,92.1,142,4.9,3.5,1.73,425,1753,0.17,32.78,19615,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
2018,37.6,77.0,157,65.9,0.65,704,17.32,166156,48.3,237,5.61,34.8,19.94,1916,1816,0.24,575.56,15308,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2016,46.1,71.1,223,247.4,0.2,603,19.73,192089,71.6,185,5.29,22.9,23.05,883,2272,0.27,852.73,13414,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
2016,104.3,73.9,444,64.6,1.93,1028,16.37,147298,51.1,201,7.14,5.3,17.68,1373,1174,0.14,281.31,26738,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
2016,93.0,84.7,416,133.1,0.8,1449,19.26,74049,31.3,136,5.43,-7.4,8.89,764,2197,0.21,249.58,23676,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
2021,94.1,94.5,466,54.3,2.26,1285,13.9,106738,54.4,178,8.05,-9.7,12.81,1280,1180,0.33,408.01,29050,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2018,45.9,93.8,261,61.5,0.85,285,23.44,65149,85.2,139,9.99,22.0,7.82,1800,500,0.32,407.22,14682,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2024,62.4,91.8,355,115.3,0.76,998,13.39,110799,54.4,177,4.66,32.8,13.3,1691,860,0.23,284.36,22967,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2024,112.5,88.1,598,138.5,1.02,901,21.21,237321,70.4,196,4.89,17.0,28.48,1321,1673,0.21,880.88,32795,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True
2016,109.2,91.4,608,195.9,0.76,1753,15.19,230948,51.1,224,8.82,6.4,27.71,1573,1623,0.31,906.26,29583,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
2015,94.2,80.3,487,248.2,0.49,1159,20.58,20020,95.1,133,8.59,-6.9,2.4,1812,722,0.29,99.57,24650,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2021,51.5,82.7,279,82.5,0.77,1577,19.29,230544,81.7,209,5.69,22.8,27.67,984,1033,0.3,1111.8,19498,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
2017,57.7,84.8,306,59.3,1.11,1629,16.87,71314,44.9,130,4.33,11.6,8.56,705,648,0.12,120.31,17427,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2015,77.4,85.1,375,218.3,0.38,1052,24.54,174040,52.1,191,7.51,-3.4,20.88,655,2402,0.3,1067.74,18309,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2020,76.6,75.3,315,98.9,0.94,959,12.13,170206,84.8,168,6.26,37.0,20.42,1038,2099,0.26,447.33,23993,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2020,42.7,70.9,229,215.4,0.22,805,17.45,58246,83.0,166,6.93,5.7,6.99,1800,913,0.22,186.34,15776,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2023,70.1,74.1,382,72.1,1.31,893,24.05,122575,36.8,156,7.43,39.5,14.71,1729,1071,0.24,589.59,23034,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2017,72.0,77.6,395,233.7,0.42,1268,12.73,103716,55.0,243,6.93,33.0,12.45,1614,746,0.29,319.07,21610,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
2016,72.8,95.9,299,238.8,0.41,1668,24.34,127699,61.1,230,9.26,-8.1,15.32,1107,1200,0.32,828.85,22471,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
2015,71.1,93.2,314,154.4,0.55,787,14.54,50932,96.5,230,7.78,28.9,6.11,936,2290,0.24,148.11,16983,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
2022,115.0,84.4,487,173.7,0.9,1267,19.09,192740,67.7,173,7.91,3.1,23.13,653,766,0.32,981.18,28843,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2017,93.9,79.8,481,184.6,0.66,1799,13.15,209037,60.4,198,8.03,15.6,25.08,1668,2485,0.32,733.02,25207,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
2023,107.0,93.5,602,247.6,0.49,257,12.66,61546,32.5,247,9.18,16.7,7.39,1688,1953,0.31,201.29,31881,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
2019,110.9,92.5,652,65.2,2.04,1318,17.09,193811,69.0,137,4.91,15.5,23.26,1213,1635,0.18,496.83,27518,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
2018,54.4,82.2,228,238.8,0.25,374,24.39,5389,70.7,154,6.55,26.5,0.65,1776,2221,0.34,37.24,18216,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
2017,75.3,78.7,301,25.6,3.84,1895,17.85,10332,98.0,196,7.27,26.3,1.24,432,2039,0.28,43.03,23543,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
2022,71.4,75.4,308,97.3,0.87,678,19.76,148489,35.3,241,6.11,25.9,17.82,477,1625,0.22,537.93,24507,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2017,78.9,72.7,388,53.5,1.96,850,21.9,129177,49.9,185,4.27,4.0,15.5,471,1823,0.25,589.37,24366,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2023,80.8,99.8,327,229.7,0.39,280,15.47,135041,75.4,213,7.52,29.4,16.2,329,2180,0.35,609.32,25714,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
2020,42.7,89.6,251,151.7,0.31,1562,16.08,181550,81.3,198,6.07,33.8,21.79,463,646,0.16,389.24,18973,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2022,112.8,99.8,623,200.4,0.75,1782,24.75,105338,51.8,180,5.36,34.3,12.64,751,1225,0.15,325.89,29272,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
2022,51.4,72.0,250,104.6,0.66,983,24.42,185173,34.7,224,9.83,6.3,22.22,813,2009,0.34,1281.21,17035,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2017,54.8,92.3,286,174.6,0.36,1685,22.8,107542,51.8,197,4.38,15.5,12.91,261,1095,0.12,245.2,18601,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2021,114.4,72.4,494,218.4,0.63,1360,14.26,95907,97.2,169,5.54,17.4,11.51,586,769,0.2,227.94,32984,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True
2018,35.7,79.5,171,176.1,0.29,1044,14.51,44123,49.3,153,4.08,22.0,5.29,989,814,0.16,85.36,13965,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024,37.4,94.3,156,113.5,0.41,1076,17.19,75621,44.3,236,7.73,-7.9,9.07,947,2127,0.28,303.32,16714,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
2018,36.6,89.8,214,28.8,1.58,1731,17.95,71461,45.9,234,6.73,-6.3,8.58,1408,947,0.1,106.89,14849,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2023,113.6,90.7,660,49.6,2.53,1947,17.17,22507,66.2,214,9.47,13.8,2.7,1798,1970,0.11,35.42,31066,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
2016,119.9,81.8,540,54.9,2.64,1232,24.23,11788,57.1,171,4.49,30.1,1.41,378,1780,0.3,71.41,29159,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
2021,54.3,96.5,299,95.7,0.67,1003,23.81,79090,67.4,231,3.7,-3.4,9.49,1182,1016,0.14,219.7,16534,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
2023,64.9,86.1,375,122.0,0.66,863,23.91,167282,81.6,145,5.17,29.2,20.07,1372,2095,0.34,1133.25,24692,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
2016,49.9,85.5,263,220.1,0.3,350,22.21,26251,45.7,230,9.28,30.6,3.15,295,791,0.3,145.76,12747,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2019,36.9,72.9,205,214.7,0.19,777,19.08,207971,40.6,204,4.89,26.3,24.96,1379,717,0.15,496.01,16065,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
2015,30.7,85.6,141,24.7,1.53,720,19.37,51698,54.4,131,6.71,22.9,6.2,850,1296,0.33,275.38,8958,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
